location_id,table_title,table_title_ko,category,category_ko,budget,mid_range,luxury
567,Micronesia on a Budget,미크로네시아의 예산,Alcohol,주류,3 - 8,6 - 18,12 - 35
568,Monaco on a Budget,모나코의 예산,Accommodation,숙박,62,143,288
568,Monaco on a Budget,모나코의 예산,Local Transportation,지역 교통,10,24,46
568,Monaco on a Budget,모나코의 예산,Food,음식,49,113,220
568,Monaco on a Budget,모나코의 예산,Entertainment,엔터테인먼트,24,60,144
568,Monaco on a Budget,모나코의 예산,Alcohol,주류,14 - 43,35 - 106,83 - 250
569,Mongolia on a Budget,몽골리아의 예산,Accommodation,숙박,3.97,10,28
569,Mongolia on a Budget,몽골리아의 예산,Local Transportation,지역 교통,1.06,2.76,7.46
569,Mongolia on a Budget,몽골리아의 예산,Food,음식,4.98,13,33
569,Mongolia on a Budget,몽골리아의 예산,Entertainment,엔터테인먼트,1.63,3.95,9.04
569,Mongolia on a Budget,몽골리아의 예산,Alcohol,주류,1 - 2,2 - 6,4 - 13
570,Ulaanbaatar on a Budget,울란바토르의 예산,Accommodation,숙박,4,11,29
570,Ulaanbaatar on a Budget,울란바토르의 예산,Local Transportation,지역 교통,1,3,8
570,Ulaanbaatar on a Budget,울란바토르의 예산,Food,음식,6,15,37
570,Ulaanbaatar on a Budget,울란바토르의 예산,Entertainment,엔터테인먼트,2,4,9
570,Ulaanbaatar on a Budget,울란바토르의 예산,Alcohol,주류,1 - 2,2 - 6,4 - 12
571,Montenegro on a Budget,몬테네그로의 예산,Accommodation,숙박,21,50,110
571,Montenegro on a Budget,몬테네그로의 예산,Local Transportation,지역 교통,7.64,18,41
571,Montenegro on a Budget,몬테네그로의 예산,Food,음식,28,70,166
571,Montenegro on a Budget,몬테네그로의 예산,Entertainment,엔터테인먼트,7.50,18,43
571,Montenegro on a Budget,몬테네그로의 예산,Alcohol,주류,3 - 10,8 - 23,17 - 50
572,Budva on a Budget,버바의 예산,Accommodation,숙박,18,43,93
572,Budva on a Budget,버바의 예산,Local Transportation,지역 교통,10,24,45
572,Budva on a Budget,버바의 예산,Food,음식,25,63,154
572,Budva on a Budget,버바의 예산,Entertainment,엔터테인먼트,11,26,50
572,Budva on a Budget,버바의 예산,Alcohol,주류,7 - 22,8 - 25,10 - 30
573,Kotor on a Budget,코터의 예산,Accommodation,숙박,24,57,126
573,Kotor on a Budget,코터의 예산,Local Transportation,지역 교통,5,11,22
573,Kotor on a Budget,코터의 예산,Food,음식,35,86,200
573,Kotor on a Budget,코터의 예산,Entertainment,엔터테인먼트,4,10,19
573,Kotor on a Budget,코터의 예산,Alcohol,주류,2 - 6,5 - 15,10 - 30
574,Podgorica on a Budget,포드 고리카의 예산,Accommodation,숙박,23,54,108
574,Podgorica on a Budget,포드 고리카의 예산,Local Transportation,지역 교통,10,23,45
574,Podgorica on a Budget,포드 고리카의 예산,Food,음식,36,82,153
574,Podgorica on a Budget,포드 고리카의 예산,Entertainment,엔터테인먼트,11,24,46
574,Podgorica on a Budget,포드 고리카의 예산,Alcohol,주류,5 - 15,12 - 35,22 - 67
575,Morocco on a Budget,모로코의 예산,Accommodation,숙박,16,43,128
575,Morocco on a Budget,모로코의 예산,Local Transportation,지역 교통,4.10,11,32
575,Morocco on a Budget,모로코의 예산,Food,음식,14,33,77
575,Morocco on a Budget,모로코의 예산,Entertainment,엔터테인먼트,4.53,12,31
575,Morocco on a Budget,모로코의 예산,Alcohol,주류,2 - 7,6 - 17,12 - 36
576,Agadir on a Budget,아가디르의 예산,Accommodation,숙박,17,45,133
576,Agadir on a Budget,아가디르의 예산,Local Transportation,지역 교통,2,5,11
576,Agadir on a Budget,아가디르의 예산,Food,음식,10,25,58
576,Agadir on a Budget,아가디르의 예산,Entertainment,엔터테인먼트,2,4,7
577,Ait Ben Haddou on a Budget,아이트벤하두의 예산,Accommodation,숙박,12,28,53
577,Ait Ben Haddou on a Budget,아이트벤하두의 예산,Local Transportation,지역 교통,14,32,62
577,Ait Ben Haddou on a Budget,아이트벤하두의 예산,Food,음식,20,45,86
577,Ait Ben Haddou on a Budget,아이트벤하두의 예산,Entertainment,엔터테인먼트,14,32,60
577,Ait Ben Haddou on a Budget,아이트벤하두의 예산,Alcohol,주류,1 - 4,3 - 10,7 - 20
578,Asilah on a Budget,애실의 예산,Accommodation,숙박,14,32,65
578,Asilah on a Budget,애실의 예산,Local Transportation,지역 교통,8,17,32
578,Asilah on a Budget,애실의 예산,Food,음식,20,46,91
578,Asilah on a Budget,애실의 예산,Entertainment,엔터테인먼트,11,24,46
578,Asilah on a Budget,애실의 예산,Alcohol,주류,2 - 5,4 - 12,7 - 22
579,Casablanca on a Budget,카사 블랑카의 예산,Accommodation,숙박,20,47,105
579,Casablanca on a Budget,카사 블랑카의 예산,Local Transportation,지역 교통,5,12,22
579,Casablanca on a Budget,카사 블랑카의 예산,Food,음식,16,37,68
579,Casablanca on a Budget,카사 블랑카의 예산,Entertainment,엔터테인먼트,4,10,19
580,Chefchaouen on a Budget,셰프샤우엔의 예산,Accommodation,숙박,11,27,60
580,Chefchaouen on a Budget,셰프샤우엔의 예산,Local Transportation,지역 교통,7,17,33
580,Chefchaouen on a Budget,셰프샤우엔의 예산,Food,음식,15,34,70
580,Chefchaouen on a Budget,셰프샤우엔의 예산,Entertainment,엔터테인먼트,8,18,37
580,Chefchaouen on a Budget,셰프샤우엔의 예산,Alcohol,주류,3 - 10,8 - 23,15 - 46
581,Essaouira on a Budget,에사우이라의 예산,Accommodation,숙박,12,29,64
581,Essaouira on a Budget,에사우이라의 예산,Local Transportation,지역 교통,1,2,5
581,Essaouira on a Budget,에사우이라의 예산,Food,음식,11,26,57
581,Essaouira on a Budget,에사우이라의 예산,Entertainment,엔터테인먼트,6,13,25
581,Essaouira on a Budget,에사우이라의 예산,Alcohol,주류,4 - 12,5 - 15,7 - 21
582,Fez on a Budget,페즈의 예산,Accommodation,숙박,15,36,78
582,Fez on a Budget,페즈의 예산,Local Transportation,지역 교통,6,17,46
582,Fez on a Budget,페즈의 예산,Food,음식,19,46,98
582,Fez on a Budget,페즈의 예산,Entertainment,엔터테인먼트,4,10,21
582,Fez on a Budget,페즈의 예산,Alcohol,주류,3 - 9,7 - 20,13 - 39
583,Marrakech on a Budget,마라케시의 예산,Accommodation,숙박,22,59,177
583,Marrakech on a Budget,마라케시의 예산,Local Transportation,지역 교통,5,14,37
583,Marrakech on a Budget,마라케시의 예산,Food,음식,12,29,68
583,Marrakech on a Budget,마라케시의 예산,Entertainment,엔터테인먼트,4,11,25
583,Marrakech on a Budget,마라케시의 예산,Alcohol,주류,2 - 7,5 - 16,10 - 29
584,Meknes on a Budget,메크네스의 예산,Accommodation,숙박,12,29,61
584,Meknes on a Budget,메크네스의 예산,Local Transportation,지역 교통,1,2,3
584,Meknes on a Budget,메크네스의 예산,Food,음식,12,28,54
584,Meknes on a Budget,메크네스의 예산,Entertainment,엔터테인먼트,2,4,7
584,Meknes on a Budget,메크네스의 예산,Alcohol,주류,1 - 4,1 - 4,2 - 6
585,Merzouga on a Budget,메르주가의 예산,Accommodation,숙박,5,11,20
585,Merzouga on a Budget,메르주가의 예산,Food,음식,11,11,11
586,Ouarzazate on a Budget,와르자зат의 예산,Accommodation,숙박,10,24,48
586,Ouarzazate on a Budget,와르자зат의 예산,Local Transportation,지역 교통,2,4,7
586,Ouarzazate on a Budget,와르자зат의 예산,Food,음식,14,31,57
586,Ouarzazate on a Budget,와르자зат의 예산,Entertainment,엔터테인먼트,5,12,21
587,Rabat on a Budget,라바트의 예산,Accommodation,숙박,12,30,71
587,Rabat on a Budget,라바트의 예산,Local Transportation,지역 교통,1,2,5
587,Rabat on a Budget,라바트의 예산,Food,음식,10,24,45
587,Rabat on a Budget,라바트의 예산,Entertainment,엔터테인먼트,1,3,6
588,Tangier on a Budget,탱고의 예산,Accommodation,숙박,11,26,59
588,Tangier on a Budget,탱고의 예산,Local Transportation,지역 교통,12,26,48
588,Tangier on a Budget,탱고의 예산,Food,음식,16,39,92
588,Tangier on a Budget,탱고의 예산,Entertainment,엔터테인먼트,10,22,44
588,Tangier on a Budget,탱고의 예산,Alcohol,주류,3 - 8,6 - 18,11 - 34
589,Zagora on a Budget,자고라의 예산,Accommodation,숙박,17,40,76
589,Zagora on a Budget,자고라의 예산,Local Transportation,지역 교통,1,2,3
589,Zagora on a Budget,자고라의 예산,Food,음식,11,25,47
589,Zagora on a Budget,자고라의 예산,Entertainment,엔터테인먼트,1,3,6
590,Mozambique on a Budget,모잠비크의 예산,Accommodation,숙박,0.00,0.00,0.00
590,Mozambique on a Budget,모잠비크의 예산,Local Transportation,지역 교통,0.00,0.00,0.00
590,Mozambique on a Budget,모잠비크의 예산,Food,음식,0.00,0.00,0.00
590,Mozambique on a Budget,모잠비크의 예산,Entertainment,엔터테인먼트,0.00,0.00,0.00
590,Mozambique on a Budget,모잠비크의 예산,Alcohol,주류,0 - 0,0 - 0,0 - 0
591,Myanmar on a Budget,미얀마의 예산,Accommodation,숙박,4.79,12,29
591,Myanmar on a Budget,미얀마의 예산,Local Transportation,지역 교통,2.61,3.37,4.80
591,Myanmar on a Budget,미얀마의 예산,Food,음식,6.14,14,23
591,Myanmar on a Budget,미얀마의 예산,Entertainment,엔터테인먼트,57,57,57
592,Bagan on a Budget,바간의 예산,Accommodation,숙박,7,7,8
592,Bagan on a Budget,바간의 예산,Local Transportation,지역 교통,4,4,4
592,Bagan on a Budget,바간의 예산,Food,음식,10,10,10
592,Bagan on a Budget,바간의 예산,Entertainment,엔터테인먼트,57,57,57
593,Mandalay on a Budget,만달레이의 예산,Accommodation,숙박,4,9,16
593,Mandalay on a Budget,만달레이의 예산,Food,음식,10,10,10
594,Yangon on a Budget,양곤의 예산,Accommodation,숙박,12,31,84
594,Yangon on a Budget,양곤의 예산,Local Transportation,지역 교통,2,2,2
594,Yangon on a Budget,양곤의 예산,Food,음식,8,17,26
595,Namibia on a Budget,나미비아의 예산,Accommodation,숙박,9.71,23,46
595,Namibia on a Budget,나미비아의 예산,Local Transportation,지역 교통,14,14,14
595,Namibia on a Budget,나미비아의 예산,Food,음식,4.40,11,29
595,Namibia on a Budget,나미비아의 예산,Entertainment,엔터테인먼트,54,143,399
595,Namibia on a Budget,나미비아의 예산,Alcohol,주류,2 - 5,5 - 14,11 - 34
596,Nepal on a Budget,네팔의 예산,Accommodation,숙박,5.18,16,56
596,Nepal on a Budget,네팔의 예산,Local Transportation,지역 교통,3.59,9.76,29
596,Nepal on a Budget,네팔의 예산,Food,음식,5.51,13,29
596,Nepal on a Budget,네팔의 예산,Entertainment,엔터테인먼트,2.99,7.83,21
596,Nepal on a Budget,네팔의 예산,Alcohol,주류,1 - 4,3 - 9,7 - 20
597,Kathmandu on a Budget,카트만두의 예산,Accommodation,숙박,10,38,166
597,Kathmandu on a Budget,카트만두의 예산,Local Transportation,지역 교통,2,7,20
597,Kathmandu on a Budget,카트만두의 예산,Food,음식,5,14,33
597,Kathmandu on a Budget,카트만두의 예산,Entertainment,엔터테인먼트,3,8,22
597,Kathmandu on a Budget,카트만두의 예산,Alcohol,주류,1 - 3,3 - 8,7 - 22
598,Mount Everest on a Budget,에베레스트 산의 예산,Accommodation,숙박,5,6,8
598,Mount Everest on a Budget,에베레스트 산의 예산,Food,음식,43,43,43
598,Mount Everest on a Budget,에베레스트 산의 예산,Entertainment,엔터테인먼트,7,17,35
599,Pokhara on a Budget,포카라의 예산,Accommodation,숙박,2,4,9
599,Pokhara on a Budget,포카라의 예산,Local Transportation,지역 교통,3,7,20
599,Pokhara on a Budget,포카라의 예산,Food,음식,6,13,24
599,Pokhara on a Budget,포카라의 예산,Entertainment,엔터테인먼트,3,7,18
599,Pokhara on a Budget,포카라의 예산,Alcohol,주류,1 - 4,3 - 9,6 - 19
600,Royal Chitwan National Park on a Budget,로얄 치트완 국립 공원의 예산,Accommodation,숙박,4,11,24
600,Royal Chitwan National Park on a Budget,로얄 치트완 국립 공원의 예산,Local Transportation,지역 교통,9,21,40
600,Royal Chitwan National Park on a Budget,로얄 치트완 국립 공원의 예산,Food,음식,7,15,29
600,Royal Chitwan National Park on a Budget,로얄 치트완 국립 공원의 예산,Entertainment,엔터테인먼트,4,9,18
600,Royal Chitwan National Park on a Budget,로얄 치트완 국립 공원의 예산,Alcohol,주류,1 - 4,3 - 9,6 - 17
601,the Netherlands on a Budget,the Netherlands의 예산,Accommodation,숙박,45,116,306
601,the Netherlands on a Budget,the Netherlands의 예산,Local Transportation,지역 교통,12,31,82
601,the Netherlands on a Budget,the Netherlands의 예산,Food,음식,37,88,200
601,the Netherlands on a Budget,the Netherlands의 예산,Entertainment,엔터테인먼트,13,31,73
601,the Netherlands on a Budget,the Netherlands의 예산,Alcohol,주류,5 - 16,13 - 39,29 - 88
602,Amsterdam on a Budget,암스테르담의 예산,Accommodation,숙박,46,120,319
602,Amsterdam on a Budget,암스테르담의 예산,Local Transportation,지역 교통,9,23,60
602,Amsterdam on a Budget,암스테르담의 예산,Food,음식,38,94,230
602,Amsterdam on a Budget,암스테르담의 예산,Entertainment,엔터테인먼트,18,44,107
602,Amsterdam on a Budget,암스테르담의 예산,Alcohol,주류,6 - 17,14 - 42,34 - 102
603,Delft on a Budget,델프 오지 그릇의 예산,Accommodation,숙박,39,89,176
603,Delft on a Budget,델프 오지 그릇의 예산,Local Transportation,지역 교통,4,8,16
603,Delft on a Budget,델프 오지 그릇의 예산,Food,음식,33,75,145
603,Delft on a Budget,델프 오지 그릇의 예산,Entertainment,엔터테인먼트,5,13,24
603,Delft on a Budget,델프 오지 그릇의 예산,Alcohol,주류,4 - 12,9 - 28,18 - 53
604,Provincie Friesland on a Budget,Provincie Friesland의 예산,Accommodation,숙박,28,64,123
604,Provincie Friesland on a Budget,Provincie Friesland의 예산,Local Transportation,지역 교통,56,127,243
604,Provincie Friesland on a Budget,Provincie Friesland의 예산,Food,음식,29,66,127
604,Provincie Friesland on a Budget,Provincie Friesland의 예산,Entertainment,엔터테인먼트,5,11,21
604,Provincie Friesland on a Budget,Provincie Friesland의 예산,Alcohol,주류,4 - 13,10 - 30,19 - 57
605,Leiden on a Budget,라이덴의 예산,Accommodation,숙박,40,91,173
605,Leiden on a Budget,라이덴의 예산,Local Transportation,지역 교통,13,30,58
605,Leiden on a Budget,라이덴의 예산,Food,음식,34,78,149
605,Leiden on a Budget,라이덴의 예산,Entertainment,엔터테인먼트,9,20,39
605,Leiden on a Budget,라이덴의 예산,Alcohol,주류,7 - 20,15 - 45,29 - 86
606,Lisse on a Budget,매끄러운의 예산,Accommodation,숙박,40,92,185
606,Lisse on a Budget,매끄러운의 예산,Local Transportation,지역 교통,11,27,60
606,Lisse on a Budget,매끄러운의 예산,Food,음식,41,95,196
606,Lisse on a Budget,매끄러운의 예산,Entertainment,엔터테인먼트,15,35,70
606,Lisse on a Budget,매끄러운의 예산,Alcohol,주류,6 - 17,13 - 40,28 - 85
607,Rotterdam on a Budget,로테르담의 예산,Accommodation,숙박,39,90,182
607,Rotterdam on a Budget,로테르담의 예산,Local Transportation,지역 교통,13,30,60
607,Rotterdam on a Budget,로테르담의 예산,Food,음식,47,109,222
607,Rotterdam on a Budget,로테르담의 예산,Entertainment,엔터테인먼트,16,37,76
607,Rotterdam on a Budget,로테르담의 예산,Alcohol,주류,5 - 14,11 - 33,22 - 67
608,The Hague on a Budget,헤이그의 예산,Accommodation,숙박,52,122,255
608,The Hague on a Budget,헤이그의 예산,Local Transportation,지역 교통,10,22,43
608,The Hague on a Budget,헤이그의 예산,Food,음식,49,111,206
608,The Hague on a Budget,헤이그의 예산,Entertainment,엔터테인먼트,18,40,77
608,The Hague on a Budget,헤이그의 예산,Alcohol,주류,8 - 23,17 - 52,33 - 99
609,Utrecht on a Budget,위트레흐트의 예산,Accommodation,숙박,55,125,238
609,Utrecht on a Budget,위트레흐트의 예산,Local Transportation,지역 교통,12,27,50
609,Utrecht on a Budget,위트레흐트의 예산,Food,음식,50,117,230
609,Utrecht on a Budget,위트레흐트의 예산,Entertainment,엔터테인먼트,22,51,97
609,Utrecht on a Budget,위트레흐트의 예산,Alcohol,주류,6 - 18,14 - 42,29 - 86
610,New Zealand on a Budget,뉴질랜드의 예산,Accommodation,숙박,25,69,210
610,New Zealand on a Budget,뉴질랜드의 예산,Local Transportation,지역 교통,8.13,20,50
610,New Zealand on a Budget,뉴질랜드의 예산,Food,음식,20,51,129
610,New Zealand on a Budget,뉴질랜드의 예산,Entertainment,엔터테인먼트,13,36,110
610,New Zealand on a Budget,뉴질랜드의 예산,Alcohol,주류,3 - 8,6 - 19,15 - 46
611,Aoraki Mount Cook on a Budget,아 오라 키 마운트 쿡의 예산,Accommodation,숙박,26,59,118
611,Aoraki Mount Cook on a Budget,아 오라 키 마운트 쿡의 예산,Local Transportation,지역 교통,12,27,52
611,Aoraki Mount Cook on a Budget,아 오라 키 마운트 쿡의 예산,Food,음식,20,46,91
611,Aoraki Mount Cook on a Budget,아 오라 키 마운트 쿡의 예산,Entertainment,엔터테인먼트,10,23,44
611,Aoraki Mount Cook on a Budget,아 오라 키 마운트 쿡의 예산,Alcohol,주류,4 - 13,10 - 31,19 - 58
612,Arrowtown on a Budget,애로우 타운의 예산,Accommodation,숙박,29,67,128
612,Arrowtown on a Budget,애로우 타운의 예산,Local Transportation,지역 교통,12,27,52
612,Arrowtown on a Budget,애로우 타운의 예산,Food,음식,23,52,99
612,Arrowtown on a Budget,애로우 타운의 예산,Entertainment,엔터테인먼트,6,15,28
612,Arrowtown on a Budget,애로우 타운의 예산,Alcohol,주류,3 - 9,7 - 20,13 - 38
